datetime,city,state,country,shape,summary,report_date
01/27/2023 13:08,01/27/2023 13:08,Savannah,GA,USA,Cylinder,Unique cloud and ufo
01/27/2023 07:38,01/27/2023 07:38,"Albuquerque, west of.",NM,USA,Circle,This was not an aircraft.
01/27/2023 03:47,01/27/2023 03:47,Pine City,MN,USA,Circle,"It was about 3:47 am coming home driving down our road I noticed these 2 circular crafts, red in color, blinking at times moving fast"
01/26/2023 23:23,01/26/2023 23:23,Campbell River,BC,Canada,Light,"Light was very bright, and could be seen reflecting off the water directly below it."
01/26/2023 22:30,01/26/2023 22:30,Holly Springs,NC,USA,Light,"Three orange-red rings glowing, almost colliding with aircraft"
01/26/2023 20:24,01/26/2023 20:24,French Settlement,LA,USA,Cigar,A tic tak shaped craft. That was seen for about 5 seconds.
01/26/2023 20:11,01/26/2023 20:11,Lantana,FL,USA,Circle,"Saw two orange balls of light moving fast the sky, one disappeared, and the other one continued to travel at high speed"
01/26/2023 14:18,01/26/2023 14:18,Bridgehampton,NY,USA,Light,Saw a triangle of bright white lights heading NW of montauk highway.
01/26/2023 08:36,01/26/2023 08:36,Nixon,TX,USA,Light,Suspected Plasma Ball Event
01/26/2023 07:08,01/26/2023 07:08,Naugatuck,CT,USA,Circle,"Driving up through route 8, saw two aircraft just sort of hovering in the air."
01/26/2023 00:40,01/26/2023 00:40,Montclair,CA,USA,Disk,Had a ring of red light and white flew down then up very fast and disappeared.
01/25/2023 22:13,01/25/2023 22:13,Sloan,NY,USA,Star,In the skies at night we were star gazing when we noticed that the stars were moving and changing color. They were lower to the ground
01/25/2023 21:30,01/25/2023 21:30,Myrtle Beach,TN,USA,Triangle,Lights in the sky over Myrtle Beach
01/25/2023 17:55,01/25/2023 17:55,El cerrito,CA,USA,Cigar,"Craft moved from the golden gate towards the south bay, pen shaped semi translucent grey in color, single blinking white light at tip"
01/25/2023 17:34,01/25/2023 17:34,Waco,TX,USA,Circle,I was driving to temple children's hospital to pick up my girlfriend and I couldn’t help but notice the light in the sky
01/25/2023 16:30,01/25/2023 16:30,New Durham,NH,USA,Other,Jet pack UFO?
01/25/2023 13:20,01/25/2023 13:20,Mojave,CA,USA,Sphere,"During a flight the man next to me and I both witnessed three spheres (one large, two small) moving in multiple directions over CA."
01/25/2023 10:15,01/25/2023 10:15,Spring Valley,CA,USA,Circle,"I witnessed 2 circle shaped uaps, that looked like blinking stars, hovered, they went up, down, around, sideways, and made no sound."
01/25/2023 03:00,01/25/2023 03:00,tampa,FL,USA,Disk,A bright green and white down the center disk appeated out of nowhere going as fast as a shooting star
01/24/2023 21:00,01/24/2023 21:00,Destin,FL,USA,Light,It's a star but not!
01/24/2023 20:36,01/24/2023 20:36,Pleasant valley,NY,USA,Diamond,Silver reflecting cylinder or diamond shape object floating
01/24/2023 18:49,01/24/2023 18:49,Klamath Falls,OR,USA,Light,Saw a bright light that move very slowly.
01/24/2023 18:40,01/24/2023 18:40,Clearlake,CA,USA,Disk,The object would move in circles then drop very fast the move again very fast back upwards the to the right
01/24/2023 18:39,01/24/2023 18:39,Ballard,WV,USA,Circle,Took a brief video of ball of colorful lights spinning and moving fast around the sky above a mountain in the eastern sky. It was glowi
01/24/2023 18:30,01/24/2023 18:30,Hartlepool,Hartlepool,United Kingdom,Circle,3 bright crafts all circling each other then seperated into a triangle before going seperate ways
01/24/2023 17:55,01/24/2023 17:55,Bridgewater,MA,USA,Circle,Saw round bright object either light trail or casting cone shaped spotlight
01/24/2023 15:15,01/24/2023 15:15,Elizabeth City,NC,USA,Formation,My family and I were outside playing when my wife noticed the objects flying in formation she tried to record but couldn't so I did
01/24/2023 14:00,01/24/2023 14:00,Sussex Inlet,New South Wales,Australia,Other,"two ufo , one caught on camera ""three pictures"" seconds later other on video"
01/24/2023 13:55,01/24/2023 13:55,Lake forest,CA,USA,Light,Pulled onto the street my works at and saw a light way far up in the sky
01/24/2023 09:50,01/24/2023 09:50,Lehighton,PA,USA,Unknown,High speed small object being followed by a jet at high altitude object changed direction suddenly jet followed
01/23/2023 23:55,01/23/2023 23:55,Winters,CA,USA,Other,Opaque oval body with no sound.
01/23/2023 23:55,01/23/2023 23:55,Los Altos,CA,USA,,MADAR site 52 had spike on magnetometer but no compass MSV
01/23/2023 22:45,01/23/2023 22:45,North Fort Myers,FL,USA,Light,How all of a sudden it turned around going the opposite direction
01/23/2023 21:17,01/23/2023 21:17,New York,NY,USA,Light,Random bright blue light
01/23/2023 21:02,01/23/2023 21:02,Hilmar,CA,USA,Oval,"Object was bright. Looked as though lights lined either side of craft. Went from due north to due west rapidly, hovered then vanished."
01/23/2023 20:30,01/23/2023 20:30,Archdale,NC,USA,Triangle,"Green and reddish pink lights, triangular"
01/23/2023 20:13,01/23/2023 20:13,Kailua,HI,USA,Egg,Unexpected red ( reflecting voggy atmosphere) object in photo
01/23/2023 20:04,01/23/2023 20:04,Statham,GA,USA,Star,Two stars appeared to be moving away from earth/then disappeared
01/23/2023 19:20,01/23/2023 19:20,Okeechobee,FL,USA,Star,See 1 to 3 every evening between 7-9 PM moving very fast and too high to be planes flying erratically
01/23/2023 19:00,01/23/2023 19:00,Anuppur,Madhya Pradesh,India,Triangle,It was something different. Triangle shape with lots of light and was at a height where even drones can't reach.
01/23/2023 18:00,01/23/2023 18:00,Houma,LA,USA,Other,Video is in slo motion capture due to wanting to capture my dog running towards me. You’ll see an object in the background flying fast!
01/23/2023 18:00,01/23/2023 18:00,Burkesville,KY,USA,Other,Saw two small satellites converge and exchange bolts of light.
01/23/2023 14:15,01/23/2023 14:15,Benicia,CA,USA,Light,I saw a bright light that looked metallic in mid-day float straight then disappear.
01/23/2023 13:50,01/23/2023 13:50,Gustine ( about 5 miles west of Gustine),CA,USA,Triangle,I was watching an airliner traveling south to north putting out a large jet trail when I spotted the craft just show heading west to ea
01/23/2023 06:30,01/23/2023 06:30,Rohrsburg,PA,USA,Light,Two non-blinking lights with a distance between them the same as the length of the big dipper.
01/23/2023 05:30,01/23/2023 05:30,Benicia,CA,USA,Light,"Star sized flickering object at satellite height, moving erratically at speed of a plane, then stopping dead and remaining still."
01/23/2023 04:05,01/23/2023 04:05,KENNESAW,GA,USA,Orb,It is a white globe the white surface has texture it has a gold and dark brown ring around the globe there are blue flames
01/22/2023 23:17,01/22/2023 23:17,Fowler California,CA,USA,Diamond,I was driving and noticed a bright light in the sky in a diamond shape .
01/22/2023 22:00,01/22/2023 22:00,Palmdale,CA,USA,Unknown,A light that disappears
01/22/2023 21:25,01/22/2023 21:25,,FL,USA,Light,"Over 30 min, observed a starlike object, moving rapidly in the vertical, and horizontal, varying intensity, for 5-10 seconds each time."
01/22/2023 18:30,01/22/2023 18:30,Nowata,OK,USA,Light,"Amber light steady held position, no flashing, no movement but hanging in the sky the entire duration"
01/22/2023 17:40,01/22/2023 17:40,layton utah,UT,USA,Cylinder,"Bright orange light zoomed right in front of me way up in the sky as I was driving, and then moved away backup into space at lightspeed"
01/22/2023 15:16,01/22/2023 15:16,Manila,Metro Manila,Philippines,Unknown,Accidentally taken video footage on Plane window
01/22/2023 04:37,01/22/2023 04:37,Penn valley,CA,USA,Cylinder,Saw something reflecting off sun and disapeared
01/21/2023 19:55,01/21/2023 19:55,Vallejo,CA,USA,Changing,"Have video, but strange and not a drone!!"
01/21/2023 19:49,01/21/2023 19:49,Ft. Myers,FL,USA,Orb,"Me and my girlfriend walked outside, I happened to be recording, and we seen 3 golden orbs hovering almost in formation."
01/21/2023 19:29,01/21/2023 19:29,Athens,OH,USA,Light,"Green, blue, purple, and white flashing light"
01/21/2023 18:12,01/21/2023 18:12,Eastvale,CA,USA,Changing,We saw the light and took some videos and a few photos. It is not the first time we have seen things from our vantage point
01/21/2023 00:02,01/21/2023 00:02,Essex,MD,USA,Other,This is a single frame of a doorbell camera.showing a stange light and contrail and I was awoken by loud noise.
01/20/2023 22:00,01/20/2023 22:00,Cincinnati,OH,USA,Chevron,"Sharp cutout in heavy cloud layer, stayed static and lines very defined before clouds immediately recondensed."
01/20/2023 22:00,01/20/2023 22:00,Seattle,WA,USA,Orb,Witness a UAP leave the side of Mt Etna past 4AM and then a massive orb enter Etna from 6:20AM - 6:50AM
01/20/2023 21:37,01/20/2023 21:37,Staten Island,NY,USA,Light,2 formations of orange objects seen crossing sky at night
01/20/2023 21:01,01/20/2023 21:01,Spokane,WA,USA,Changing,Bright Orange Light Birthing New Orange Lights
01/20/2023 21:00,01/20/2023 21:00,Pueblo,CO,USA,Other,An odd semi transparent shape that reacted to being noticed.
01/20/2023 20:00,01/20/2023 20:00,Flint,MI,USA,Unknown,Two extremely bright lights hovering over a popular record store
01/20/2023 18:30,01/20/2023 18:30,Collins,MO,USA,Rectangle,Closest I've ever seen unbelievable
01/20/2023 18:10,01/20/2023 18:10,,,United Kingdom,Light,4 lights in a trapezoid shape turning to 3
01/20/2023 18:10,01/20/2023 18:10,Silverdale,WA,USA,Other,Individuals in Silverdale visually saw object. Individuals in Bremerton made Radar contact with object .
01/20/2023 17:14,01/20/2023 17:14,Montevallo,AL,USA,Circle,Bright white light moving very slow
01/20/2023 16:08,01/20/2023 16:08,Asuncion,Central Department,Paraguay,Circle,We were at the pool looking at the clouds
01/20/2023 16:05,01/20/2023 16:05,Asuncion,Central Department,Paraguay,Oval,Three objects were seen appearing from the west side where the sun was and they were placed forming a triangle crossing to the west
01/20/2023 08:00,01/20/2023 08:00,Oklahoma City,OK,USA,Sphere,"I was working traffic control in Security, when I noticed a black sphere floating by. It was the size of a SUV, maybe two."
01/20/2023 07:25,01/20/2023 07:25,,Essex,United Kingdom,Light,Bright light that disappeared
01/20/2023 05:00,01/20/2023 05:00,Hayes,VA,USA,Star,I believe the craft sensed that I noticed it since I look at the same spot all the time and it seemed aware of me.
01/19/2023 23:45,01/19/2023 23:45,,AZ,USA,Cross,Size of a small commercial plane hovering like a drone very low over a residential neighborhood. Not a helicopter not a plane had red
01/19/2023 23:33,01/19/2023 23:33,Lubbock,TX,USA,Other,V shape formation with 5 lights traveling low and fairly slow
01/19/2023 22:04,01/19/2023 22:04,Point Reyes,CA,USA,Changing,3 orange hovering lights moving in a straight line then to a triangular patter. Shinning bright orange.
01/19/2023 20:06,01/19/2023 20:06,Roodepoort,Gauteng,South Africa,Cigar,I saw it and I called my friends to come see as the cigar made no noise passing above us
01/19/2023 19:01,01/19/2023 19:01,Sprague River,OR,USA,Oval,"Lights over Sprague River, Oregon and Unexplained Animal Deaths."
01/19/2023 18:30,01/19/2023 18:30,Durham,NC,USA,Circle,Witnessed 30 or more orange circular objects heading 268 degrees across skyline in no formation or same altitude but the same direction
01/19/2023 18:20,01/19/2023 18:20,Mesa,AZ,USA,Diamond,I looked over and seen a string of lights and then a triangular shape of lights
01/19/2023 17:15,01/19/2023 17:15,,,International Waters,Orb,Transparent orb with object in it's center sighted over the Pacific South of the Aleutian Islands.
01/19/2023 08:45,01/19/2023 08:45,Tucson,AZ,USA,Sphere,Object seen near my school 5-6 times over a three month period.
01/19/2023 08:01,01/19/2023 08:01,Fort Pierce,FL,USA,Oval,Saw something bright way higher than a normal plane
01/19/2023 07:53,01/19/2023 07:53,Inverness,FL,USA,Other,"When seen contrails from front porch, saw the object traveling from north-east to south west and took picture with iPhone 13, no noise"
01/19/2023 06:37,01/19/2023 06:37,Lake Havasu City,AZ,USA,Light,A stationary extremely bright multicolored Light non sequential lasting until daylight
01/19/2023 00:40,01/19/2023 00:40,swanscombe,Kent,United Kingdom,Unknown,It had a cylinder top and was round at the bottom
01/19/2023 00:40,01/19/2023 00:40,Florida City,FL,USA,Circle,Round white/light yellow light moving fast.
01/19/2023 00:24,01/19/2023 00:24,,VA,USA,Cylinder,Tic tac shapes moving about the sky at unbelievable speed playing tag. One goes straight up disappears. Others appear to enter sea.
01/18/2023 23:50,01/18/2023 23:50,Killeen,TX,USA,Chevron,"Visually observed Delta shape over the foothills adjacent to Stillhouse Lake, Texas - just south of Killeen / Harker Heights"
01/18/2023 19:32,01/18/2023 19:32,mantua,NJ,USA,Circle,video taped orange objects visibly moving around then vanished on video
01/18/2023 18:55,01/18/2023 18:55,Wakefield,NH,USA,Unknown,"3 really bright lights appeared, then disappeared seconds later. A really dim, fast moving light also appeared"
01/18/2023 18:50,01/18/2023 18:50,Conway,NH,USA,Light,Bright amber lights
01/18/2023 13:15,01/18/2023 13:15,Fort Payne,AL,USA,Egg,I'm capturing these objects on my security camera and they are leaving landing areas.
01/18/2023 04:00,01/18/2023 04:00,,NM,USA,Unknown,A Strange Light
01/18/2023 00:42,01/18/2023 00:42,Repton,AL,USA,Unknown,There where two bright orbs that moved in sequence with each other they looked like they were about 1 mile apart and they turnt left
01/17/2023 22:20,01/17/2023 22:20,Pittsburgh,PA,USA,Unknown,"Very loud red and white lights, gliding over our house, moving and shaped unlike a plane"
01/17/2023 21:15,01/17/2023 21:15,Ashington,Northumberland,United Kingdom,Star,Star sized object travelling fast and turning 180 and accelerating rapidly
01/17/2023 21:00,01/17/2023 21:00,Seattle,WA,USA,Egg,Spotted egg in Seattle night sky.
01/17/2023 19:31,01/17/2023 19:31,"SHENANDOAH, IA",IA,USA,Sphere,They're somewhat mushroom shape about the size of a VW bug with white lights and one red light toward the bottom
01/17/2023 19:25,01/17/2023 19:25,,CA,USA,Diamond,Diamond shaped thing in the sky.
01/17/2023 17:23,01/17/2023 17:23,Goodyear,AZ,USA,Circle,Took photo of sun and lake
01/17/2023 16:35,01/17/2023 16:35,Madison,MS,USA,Triangle,"A dark, triangular shaped item moved across the sky - not a drone but I would describe as similar look."
01/17/2023 12:27,01/17/2023 12:27,Barnegat,NJ,USA,Circle,Out my window I saw Little round Light
01/17/2023 02:45,01/17/2023 02:45,Hampton,CT,USA,Circle,"A circular, gold, sparkling object was seen out of my bathroom window."
01/17/2023 00:14,01/17/2023 00:14,Davis,CA,USA,Circle,Orangish circle object
01/16/2023 18:42,01/16/2023 18:42,Jefferson City,MO,USA,Sphere,Object in the night sky
01/16/2023 17:16,01/16/2023 17:16,Charleston,SC,USA,Other,Taking sunset photos from ship balcony
01/16/2023 14:30,01/16/2023 14:30,Charlotte- Huntersville,NC,USA,Disk,"Moving S. to N. at view alt. 2000ft, 45ft. ""disc like"" craft w/ green & refractive triangular lights, w/ 250ft laser of white light."
01/16/2023 06:50,01/16/2023 06:50,Shiloh,PA,USA,Light,"Saw two bright white lights on my way to work, both disappeared within minutes from seeing them"
01/15/2023 22:34,01/15/2023 22:34,Wellington,,Barbados,Orb,"A right circular orb, flashing many different kinds of light going bright getting them I have the video"
01/15/2023 21:00,01/15/2023 21:00,Middle River,MD,USA,Light,Lots of Bright lights moving as quick as a flick of a finger to other side of the sky
01/15/2023 20:24,01/15/2023 20:24,Gurugram,Haryana,India,Circle,It was moving in circular motion
01/15/2023 19:13,01/15/2023 19:13,Bogdanowo,Greater Poland Voivodeship,Poland,Circle,One object very far in close look 3 flashing
01/15/2023 18:30,01/15/2023 18:30,Iuka,MS,USA,Unknown,A star pulled my attention to the sky. It quickly became the brightest in the sky. It split info two light moving in opposite direct…
01/15/2023 18:00,01/15/2023 18:00,Boynton Beach,FL,USA,Cone,Cone shaped object with cloud like contrail that did not dissipate rapidly in sky
01/15/2023 17:59,01/15/2023 17:59,Miami Shores,FL,USA,Light,One object turns to 3. Moving extremely fast and changing direction. Dispersing into nothing.
01/15/2023 17:59,01/15/2023 17:59,Wilmington,NC,USA,Sphere,The kids thought it was a rocket ship but it was going sideways
01/15/2023 17:09,01/15/2023 17:09,Kingsville,MD,USA,Cigar,"6 bright lights suddenly appeared, had a tail of light and suddenly disappeared"
01/15/2023 15:30,01/15/2023 15:30,Media,PA,USA,Fireball,I saw 3 fireball shaped clouds moving almost vertically in the sky. I took out my phone and took a video. Then I stopped the video.
01/15/2023 15:23,01/15/2023 15:23,Columbus,OH,USA,Orb,Orb hovering over our house
01/15/2023 11:57,01/15/2023 11:57,Saint Petersburg,FL,USA,Disk,"Metallic disk appeared for 5 seconds and disappeared. Saw it again moments later, further west, and disappeared in the same manner."
01/15/2023 08:45,01/15/2023 08:45,East Farnham,QC,Canada,Disk,It was so low it seemed like a plane was going to crash. It just hovered and changed directions 3 times then disappeared
01/15/2023 05:30,01/15/2023 05:30,Mercer Island,WA,USA,Unknown,Directly in front of bedroom window
01/15/2023 02:10,01/15/2023 02:10,Dallas,TX,USA,Orb,"3 of us, 5 ft apart, whom are all strangers to each other, and SOBER, saw the same object in the sky above us simultaneously"
01/15/2023 01:00,01/15/2023 01:00,Goshen,CT,USA,Fireball,Static noises. What looked like a shooting star with blue and red tail came straight down and disappeared into farmland.
01/14/2023 22:00,01/14/2023 22:00,DEKALB,IL,USA,Chevron,"These are following up with a previous report from Dekalb. In this photo, details of the chevron object can be seen much better"
01/14/2023 19:30,01/14/2023 19:30,"Ranch S/W of Tilden, TX",TX,USA,Light,"Looking SE from Coordinate location, viewed lights moving in circles and darting from one location to another."
01/14/2023 19:25,01/14/2023 19:25,Rock island and cookeville,TN,USA,Cigar,It scared us bc it watched us and followed us 45 miles to cookeville
01/14/2023 18:47,01/14/2023 18:47,Myrtle Beach,SC,USA,Sphere,"See them all the time, but got good several good pics and videos this time."
01/14/2023 18:00,01/14/2023 18:00,Portland,OR,USA,Light,I saw an orange reddish light just above the West hills in Portland
01/14/2023 15:55,01/14/2023 15:55,Bellingham,WA,USA,Triangle,Black triangular shape stayed stationary for approx 10 min
01/14/2023 06:31,01/14/2023 06:31,Greer,SC,USA,Light,Spotted a green light appearing out of nowhere and quickly traveling a short distance before disappearing
01/14/2023 03:53,01/14/2023 03:53,Camden,SC,USA,Fireball,It looked like a fireball
01/13/2023 21:40,01/13/2023 21:40,Hahira,GA,USA,Triangle,Triangular UAP taking off from hover position.
01/13/2023 20:15,01/13/2023 20:15,Bridgeton,MO,USA,Circle,"Two pair. Shorter space between two, more space between next pair."
01/13/2023 18:06,01/13/2023 18:06,paonta sahib,Himachal Pradesh,India,Light,i
01/13/2023 17:53,01/13/2023 17:53,Bemidji,MN,USA,Light,"Bright light just below Venus, just disappears"
01/13/2023 17:03,01/13/2023 17:03,Toms River,NJ,USA,Chevron,"I was looking at sky from car, I opened window stuck phone out to take sunset. In the photo appears two objects."
01/13/2023 16:47,01/13/2023 16:47,North Las Vegas,NV,USA,Unknown,I was looking out my window. When a black mass floated up into the sky directly in front of me.
01/13/2023 16:37,01/13/2023 16:37,,-,USA,Oval,Object with lights seen at high altitude
01/13/2023 11:49,01/13/2023 11:49,Pacific ocean,,Unspecified,Light,2 lights moving rapidly back and forth
01/13/2023 06:35,01/13/2023 06:35,Tonto Basin,AZ,USA,Other,Looked like airplane with fake fire ontop
01/13/2023 01:36,01/13/2023 01:36,Bengaluru,Karnataka,India,Star,It looks like a cluster of stars and is stationery
01/13/2023 00:14,01/13/2023 00:14,Raleigh,NC,USA,Oval,I saw something hovering in the air with light all around and there was a blue light
01/12/2023 19:30,01/12/2023 19:30,CHESTERFIELD,MO,USA,Unknown,A massive black object with no lights flying ultra low over our home.
01/12/2023 19:24,01/12/2023 19:24,Lindsay,CA,USA,Light,Almost every night for the last 3 years these lights that change color green or orange show up wherever I am they just hover and follow
01/12/2023 18:55,01/12/2023 18:55,ORLANDO,FL,USA,Light,Balls of light in the sky flying in a row
01/12/2023 18:36,01/12/2023 18:36,Kirkland,AZ,USA,Circle,3 white/orange rings of light
01/12/2023 18:20,01/12/2023 18:20,San Francisco,CA,USA,Sphere,We witnesses 6 then 5 glowing orbs a couple miles away in the sky. They were floating. Very bright. Over reside rial area
01/12/2023 18:08,01/12/2023 18:08,,-,USA,Cigar,There was one triangle shaped craft and many dots around it.
01/12/2023 17:30,01/12/2023 17:30,Orlando,FL,USA,Unknown,An emerald green sphere in the sky noted in picture and when enhanced it appears to be a spacecraft.
01/12/2023 11:00,01/12/2023 11:00,El Centro,CA,USA,Circle,While looking at my security camera I noticed 2 silver objects hovering above ground.
01/12/2023 06:30,01/12/2023 06:30,Depoe Bay,OR,USA,Orb,"The orb appeared and disappeared, flashing brightly and moving rapidly while appearing to exist in multiple locations simultaneously."
01/12/2023 05:12,01/12/2023 05:12,Dobson,NC,USA,Triangle,"Heard odd sound, saw triangular craft, three red lights, flying low as it passed overhead."
01/12/2023 00:30,01/12/2023 00:30,Winston-Salem,NC,USA,Cigar,"My sister and I heard low humming that shook the house at around 12:30 AM, my sister viewed the cigar shaped craft go over some trees."
01/11/2023 22:37,01/11/2023 22:37,Colchester,VT,USA,Oval,These oval crafts surrounded by white lights hovering and moving around in the sky I have been observing for the past twelve years. In
01/11/2023 21:31,01/11/2023 21:31,Big cypress national preserve,FL,USA,Sphere,While driving down this very long route in the middle of nowhere florida I spotted these very bright flying objects
01/11/2023 20:30,01/11/2023 20:30,Indian Lake Estates,FL,USA,Formation,Approx. 8:30 p.m. looking around sky for ufo's with night vision and barely caught a small fleet of approx. seven tic-tac shaped crafts
01/11/2023 20:01,01/11/2023 20:01,wilmington,DE,USA,Fireball,Me and everyone outside saw it from the street.
01/11/2023 19:55,01/11/2023 19:55,Palm Bay,FL,USA,Cigar,Bright green object flew over house
01/11/2023 19:35,01/11/2023 19:35,Altadena,CA,USA,Oval,Almost invisible except for oval ring glowing a slight green
01/11/2023 19:22,01/11/2023 19:22,Palm Bay,FL,USA,Unknown,2 stationary lights in separate locations became mobile
01/11/2023 19:10,01/11/2023 19:10,HONOLULU,HI,USA,Sphere,"A brilliant small circle of light, high in the sky, no sound, travelled from the South Shore near Honolulu to the Northeast Oahu"
01/11/2023 18:41,01/11/2023 18:41,Quincy,IL,USA,Changing,"Object floatimg and strobing brightness, after time it moves changes color etc. Not normal, not helicopter or plane or drone"
01/11/2023 18:39,01/11/2023 18:39,Pleasant Valley,AK,USA,Disk,I was driving home when I looked up at a large bright disk like object and after a few moments it flew down and away.
01/11/2023 18:20,01/11/2023 18:20,Oro Valley,AZ,USA,Light,Lighted object traveling north bound at a high elevation and at a high rate of speed curved to the Northeast
01/11/2023 12:18,01/11/2023 12:18,,OR,USA,Circle,It was a busy night. I assumed it was dps drones. Seemed to intuitive movements as I watched going up and down looking like it was surv
01/11/2023 11:44,01/11/2023 11:44,Delray Beach,FL,USA,Chevron,I looked up and saw 2 black V shaped objects at a higher altitude moving very fast with no vapor trail sound or exhaust
01/11/2023 08:00,01/11/2023 08:00,Broomfield,CO,USA,Circle,"Jan 11th I saw an object in the sky that matched the object over Billings, MT."
01/11/2023 05:10,01/11/2023 05:10,Tallahassee,FL,USA,Other,It appeared to look similar to the starlink satellite picture but disappeared from sight and couldn't be tracked even in my vehicle.
01/11/2023 02:33,01/11/2023 02:33,Newberg,OR,USA,Triangle,This craft was MASSIVE
01/11/2023 01:30,01/11/2023 01:30,gresham,OR,USA,Cylinder,"Black silhouetted object, no lights, no noise, barely discernible because the object blended into the night sky so well"
01/11/2023 00:00,01/11/2023 00:00,Polk City,FL,USA,Other,Looked like a jelly fish shaped force field with 2 lights that separated from it and went in different directions and one lit up
01/10/2023 22:45,01/10/2023 22:45,Corona,CA,USA,Fireball,Several Craft changing shape
01/10/2023 22:00,01/10/2023 22:00,Eglin AFB,FL,USA,Light,Stationary flashing lights over Eglin AFB. I let friend at AFB know. Hopefully military but thought I’d report.
01/10/2023 21:42,01/10/2023 21:42,Kingwood,NJ,USA,Light,Two bright white objects
01/10/2023 21:13,01/10/2023 21:13,Hamilton,VA,USA,Changing,A flashing orb that projected different shapes and disappeared
01/10/2023 19:58,01/10/2023 19:58,Kawartha lakes,ON,Canada,Light,A light in the sky that was blue green and red
01/10/2023 18:56,01/10/2023 18:56,Sandia,TX,USA,Fireball,Upside down bright orange burning crystal.
01/10/2023 18:45,01/10/2023 18:45,Spicewood,TX,USA,Fireball,Sitting in the second level of my home at around 6:45 p.m. saw a really bright light that resembled a ball of fire with a tail
01/10/2023 17:10,01/10/2023 17:10,Danville,CA,USA,Light,Stationary Craft of a luminous appearance at high altitude
01/10/2023 16:50,01/10/2023 16:50,Oxnard,CA,USA,Other,Beautiful Blue Ball of Light with a Light Blue Image right behind
01/10/2023 15:06,01/10/2023 15:06,Lawrenceville,GA,USA,,MADAR site 92 20 mi NW of Cumming had spikes
01/10/2023 15:05,01/10/2023 15:05,Cumming,GA,USA,Egg,"White craft with no wings, exhaust, lights moving fast and pretty low"
01/10/2023 15:05,01/10/2023 15:05,Ball Ground,GA,USA,,MADAR site 129 17 mi SE of Cumming had spikes
01/10/2023 15:00,01/10/2023 15:00,Sebring,FL,USA,Other,Silver reflective circle high up in sky
01/10/2023 07:15,01/10/2023 07:15,Salem,OR,USA,Cigar,Large fat cigar shaped 2 miles south of Salem hovering with 2 large lights light head lights thought it was a bus size drone
01/10/2023 00:20,01/10/2023 00:20,Sunrise,FL,USA,Orb,Noticed one bright orange ball in sky then two more balls coming from that one and the two were moving.
01/10/2023 00:00,01/10/2023 00:00,Ocala,FL,USA,Fireball,Bright blue light appeared in sky nw of my location about 2 miles out got bright cought fire turned into two
01/09/2023 23:51,01/09/2023 23:51,Orlando,FL,USA,Fireball,Saw fire ball flying
01/09/2023 23:50,01/09/2023 23:50,Carrollwood,FL,USA,Cone,3 craft seen with Orange glow seen twice from larger of craft in an area not known for sightings.
01/09/2023 23:50,01/09/2023 23:50,Vero Beach,FL,USA,Changing,Two strange vapor trails and an exposion
01/09/2023 20:15,01/09/2023 20:15,Brisbane,Queensland,Australia,Disk,I saw iridescent green ufo 'saturn' shaped hovering over the 3 story apartment block.
01/09/2023 20:00,01/09/2023 20:00,Wilmington,OH,USA,Unknown,Followup to my earlier report
01/09/2023 19:21,01/09/2023 19:21,Linden,MI,USA,Formation,Many orbs flying east sooooo fast
01/09/2023 17:50,01/09/2023 17:50,Milford,CT,USA,Unknown,"18 btw. I was outside with friend. Saw white circle then turn into flames, then go down right to left. Then 5 min later same thing L-R"
01/09/2023 17:35,01/09/2023 17:35,Chesterfield,VA,USA,Cylinder,Thought it was small meteor or back of a missile (I’ve never seen one). But it was extraordinary fast with no sound. Parallel to tree.
01/09/2023 17:27,01/09/2023 17:27,Calverton,NY,USA,Light,Started as a very faint light that began to move at almost lighting speed that eventually turned into a massive ball of fire
01/09/2023 17:25,01/09/2023 17:25,Bridgewater,NJ,USA,Circle,Flying ball of extreme bright pulsating white light
01/09/2023 16:30,01/09/2023 16:30,Yokohama,Kanagawa Prefecture,Japan,Formation,4-6 ufos flying slowly in a parallel formation
01/09/2023 14:36,01/09/2023 14:36,Winter Park,FL,USA,Circle,I saw a blue light not moving in the Sky and other lights coming afterwards like shooting starts. This is happening very daily
01/09/2023 08:00,01/09/2023 08:00,Wilmington,OH,USA,Unknown,Colorful spot in the sky
01/09/2023 04:05,01/09/2023 04:05,Joplin,MO,USA,Light,White light moving left and right slowly cycling bright to dim
01/09/2023 03:55,01/09/2023 03:55,Tohatchi,NM,USA,Orb,Big bright spherical orbs moving in many directions and stationary like flying in maneuvers.
01/08/2023 21:45,01/08/2023 21:45,Northglenn,CO,USA,Light,Fast moving lights.
01/08/2023 17:54,01/08/2023 17:54,North York,ON,Canada,Light,It had an orange yellow light in the center and it was definitely not an airplane. It was traveling straight across.
01/08/2023 17:30,01/08/2023 17:30,Lakeville,MA,USA,Light,This report is a further defined description on the previous observations
01/08/2023 17:21,01/08/2023 17:21,Madison,WI,USA,Chevron,Took my dog outside and instantly noticed lights in the sky.
01/08/2023 08:35,01/08/2023 08:35,Spokane valley,WA,USA,Other,Our backyard camera recorded this strange object
01/08/2023 05:30,01/08/2023 05:30,Niantic,CT,USA,Circle,Bright small circle shaped object with no aircraft signals and moving at fast rate making movements that were not aircraft like
01/08/2023 04:00,01/08/2023 04:00,New York,NY,USA,Disk,UFO in Manhattan
